Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/09 10:22:35 AM GMT+5:30,66,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,Filter,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,4,Sometimes,2,3,Customer service,Nil,547770
2023/06/12 2:41:06 PM GMT+5:30,63,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,others,Multiple pages,3,Yes,Never,Found a better price elsewhere,Rarely,Yes,Never,No,2,Sometimes,1,4,.,Irrelevant product suggestions,434855
2023/06/05 9:56:02 PM GMT+5:30,35,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,others,Multiple pages,4,Yes,Rarely,others,Rarely,Yes,Rarely,No,2,Sometimes,4,1,Wide product selection,Irrelevant product suggestions,793765
2023/06/06 7:46:27 PM GMT+5:30,7,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,First page,2,No,Never,Found a better price elsewhere,Often,Yes,Heavily,No,1,Yes,2,3,Customer service,No problems with Amazon,230039
2023/06/11 10:49:49 PM GMT+5:30,47,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a month,nan,First page,3,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,1,Yes,5,1,All the above,Add more familiar brands to the list,362345
2023/06/09 10:31:15 AM GMT+5:30,43,Male,Once a month,Groceries and Gourmet Food,No,Multiple times a day,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Rarely,Sometimes,1,Sometimes,1,4,.,Add more familiar brands to the list,250688
2023/06/07 10:21:00 PM GMT+5:30,61,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Always,High shipping costs,Often,Yes,Occasionally,No,5,No,4,2,.,Reducing packaging waste,635107
2023/06/08 9:39:30 PM GMT+5:30,20,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,First page,1,Yes,Never,Found a better price elsewhere,Often,No,Heavily,No,3,Sometimes,2,5,Competitive prices,No problems with Amazon,229179
2023/06/07 10:58:04 PM GMT+5:30,22,Male,Once a month,Clothing and Fashion,No,Few times a month,nan,Multiple pages,5,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,5,Yes,1,2,Product recommendations,Add more familiar brands to the list,589146
2023/06/07 8:20:23 PM GMT+5:30,35,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,First page,2,Maybe,Often,others,Always,No,Heavily,No,2,No,2,1,User-friendly website/app interface,Irrelevant product suggestions,197572
2023/06/06 2:07:12 PM GMT+5:30,34,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,First page,1,Maybe,Always,others,Never,No,Never,Sometimes,2,No,2,2,Customer service,Scrolling option would be much better than going to next page,388026
2023/06/07 10:17:40 PM GMT+5:30,36,Male,Once a week,Groceries and Gourmet Food,Yes,Few times a week,categories,First page,2,No,Always,Found a better price elsewhere,Often,Yes,Rarely,No,5,No,5,1,Quick delivery,UI,632927
2023/06/06 6:32:36 PM GMT+5:30,13,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Filter,First page,4,Yes,Often,High shipping costs,Often,No,Never,Sometimes,3,Sometimes,4,1,User-friendly website/app interface,Nil,744331
2023/06/12 2:48:55 PM GMT+5:30,64,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,1,No,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,2,Yes,2,3,Competitive prices,.,319363
2023/06/05 9:56:58 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,nan,First page,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,5,Sometimes,1,3,Customer service ,Reducing packaging waste,947564
2023/06/08 5:55:15 PM GMT+5:30,50,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,No,Occasionally,Yes,3,Sometimes,1,3,Customer service,Irrelevant product suggestions,310840
2023/06/09 2:34:43 PM GMT+5:30,14,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Never,Yes,1,No,5,2,User-friendly website/app interface,Reducing packaging waste,879680
2023/06/07 1:04:07 PM GMT+5:30,33,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,2,No,Sometimes,High shipping costs,Always,No,Heavily,Sometimes,5,No,5,2,All the above,.,107484
2023/06/05 9:56:08 PM GMT+5:30,31,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,No,4,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,652421
2023/06/05 2:25:28 PM GMT+5:30,61,Others,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,2,Yes,5,2,User-friendly website/app interface,Product quality and accuracy,461006
2023/06/09 3:08:38 PM GMT+5:30,4,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,Multiple pages,5,Maybe,Rarely,Found a better price elsewhere,Often,No,Occasionally,Yes,2,Sometimes,2,2,All the above,User interface of app,169627
2023/06/12 3:44:16 PM GMT+5:30,60,Male,Once a week,Beauty and Personal Care;others,Yes,Multiple times a day,categories,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,4,Yes,2,5,Customer service ,Scrolling option would be much better than going to next page,654571
2023/06/08 5:49:59 PM GMT+5:30,6,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,others,First page,3,Yes,Often,Changed my mind or no longer need the item,Never,No,Occasionally,Yes,5,No,2,4,Customer service,I don't have any problem with Amazon,602668
2023/06/09 10:22:35 AM GMT+5:30,32,Female,Multiple times a week,Home and Kitchen;others,Sometimes,Rarely,others,First page,1,Yes,Never,High shipping costs,Never,No,Moderately,Sometimes,5,No,5,4,.,Add more familiar brands to the list,917950
2023/06/09 10:58:44 AM GMT+5:30,60,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,nan,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Never,No,Occasionally,Yes,4,No,2,3,Customer service ,Customer service responsiveness,746618
2023/06/09 10:31:15 AM GMT+5:30,8,Prefer not to say,Once a week,Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,5,Yes,Always,High shipping costs,Always,No,Rarely,Sometimes,1,No,4,1,Wide product selection,Nothing,483747
2023/06/07 9:19:23 AM GMT+5:30,33,Female,Multiple times a week,Beauty and Personal Care;others,No,Few times a week,nan,First page,5,No,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,No,4,4,.,UI,764404
2023/06/05 6:49:25 PM GMT+5:30,38,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,2,Yes,Rarely,others,Never,No,Rarely,Yes,1,No,4,2,User-friendly website/app interface,Shipping speed and reliability,358108
2023/06/05 11:20:41 AM GMT+5:30,18,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,nan,First page,2,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Never,No,1,Sometimes,2,3,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,239672
2023/06/12 9:57:20 PM GMT+5:30,56,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,2,No,Often,High shipping costs,Rarely,Yes,Rarely,Yes,1,Yes,1,3,All the above,I don't have any problem with Amazon,520943
2023/06/07 2:33:56 PM GMT+5:30,31,Prefer not to say,Once a week,Groceries and Gourmet Food,No,Few times a month,others,First page,1,Maybe,Never,Found a better price elsewhere,Rarely,No,Occasionally,Yes,4,No,5,3,Product recommendations,No problems with Amazon,436923
2023/06/09 10:59:38 AM GMT+5:30,12,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,5,Yes,Never,High shipping costs,Always,No,Heavily,Yes,4,Yes,4,3,User-friendly website/app interface,Irrelevant product suggestions,539530
2023/06/08 5:28:47 PM GMT+5:30,42,Male,Once a week,Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,3,No,Sometimes,High shipping costs,Rarely,No,Rarely,Sometimes,1,Yes,5,4,All the above,User interface ,856867
2023/06/06 8:08:19 PM GMT+5:30,18,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Filter,First page,1,Maybe,Never,others,Always,No,Occasionally,Sometimes,3,No,4,3,Customer service ,User interface ,917117
2023/06/06 4:25:49 PM GMT+5:30,58,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,Filter,First page,4,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,4,Sometimes,3,1,Customer service,.,322019
2023/06/07 9:23:39 PM GMT+5:30,57,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,nan,First page,1,Yes,Always,Found a better price elsewhere,Rarely,Yes,Never,No,2,Yes,1,1,.,Add more familiar brands to the list,377439
2023/06/12 2:54:13 PM GMT+5:30,22,Male,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Often,High shipping costs,Often,No,Never,No,2,Sometimes,2,5,Competitive prices,Scrolling option would be much better than going to next page,703296
2023/06/12 3:35:24 PM GMT+5:30,3,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword,First page,5,Maybe,Rarely,others,Never,Yes,Occasionally,No,5,No,1,4,Wide product selection,better app interface and lower shipping charges,266978
2023/06/04 9:29:59 PM GMT+5:30,33,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,others,Multiple pages,2,Yes,Always,High shipping costs,Rarely,Yes,Heavily,Yes,3,Yes,4,4,.,Quality of product is very poor according to the big offers,614065
2023/06/11 11:15:37 PM GMT+5:30,6,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,4,No,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,1,Sometimes,4,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,673350
2023/06/08 5:38:57 PM GMT+5:30,52,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Filter,First page,4,Yes,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,No,5,1,Wide product selection,UI,761726
2023/06/07 10:58:27 AM GMT+5:30,13,Male,Once a month,others,Yes,Few times a month,nan,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Always,No,Never,Yes,1,No,1,5,Customer service ,Reducing packaging waste,993456
2023/06/06 9:08:39 PM GMT+5:30,18,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,5,Yes,Sometimes,High shipping costs,Never,No,Heavily,No,5,No,4,4,Customer service ,User interface ,472653
2023/06/04 5:04:56 PM GMT+5:30,7,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,5,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,2,Yes,3,4,.,.,478339
2023/06/11 11:16:18 PM GMT+5:30,7,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,3,No,Always,Found a better price elsewhere,Always,Yes,Rarely,Sometimes,1,Sometimes,2,4,Customer service,I don't have any problem with Amazon,694712
2023/06/07 11:02:45 PM GMT+5:30,59,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,2,No,Rarely,High shipping costs,Never,Yes,Never,Yes,2,No,2,4,.,User interface ,888696
2023/06/11 2:07:39 PM GMT+5:30,65,Others,Few times a month,Beauty and Personal Care,Yes,Rarely,others,Multiple pages,2,No,Often,others,Always,No,Never,Sometimes,3,Yes,5,4,.,User interface of app,207439
2023/06/06 7:23:25 PM GMT+5:30,9,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Maybe,Rarely,others,Sometimes,Yes,Moderately,No,5,Yes,5,1,Quick delivery,User interface ,531501
2023/06/07 10:57:14 AM GMT+5:30,49,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,3,No,Always,Found a better price elsewhere,Rarely,No,Rarely,No,4,Yes,1,4,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,189326
2023/06/05 9:56:08 PM GMT+5:30,64,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,nan,First page,4,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,3,Sometimes,2,4,.,Quality of product is very poor according to the big offers,752817
2023/06/06 2:07:12 PM GMT+5:30,48,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,2,No,Never,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Sometimes,5,5,Wide product selection,No problems with Amazon,936238
2023/06/06 9:39:32 AM GMT+5:30,61,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,others,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,Yes,2,1,Product recommendations,UI,274871
2023/06/08 6:01:33 PM GMT+5:30,7,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,Yes,5,4,All the above,Nil,613095
2023/06/07 9:18:55 PM GMT+5:30,15,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,nan,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,3,No,1,3,Wide product selection,User interface of app,231469
2023/06/06 6:40:30 PM GMT+5:30,34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,1,No,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,4,Yes,1,1,Product recommendations,Customer service responsiveness,323204
2023/06/04 11:12:15 PM GMT+5:30,8,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,others,First page,1,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,1,Yes,2,1,All the above,User interface of app,632931
2023/06/07 10:40:10 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,No,Occasionally,No,1,No,2,2,Quick delivery,Nil,745098
2023/06/09 10:58:13 AM GMT+5:30,23,Others,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,No,1,No,1,5,Wide product selection,No problems with Amazon,405634
2023/06/09 2:22:25 PM GMT+5:30,60,Male,Once a week,others,Yes,Rarely,others,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,No,5,No,3,2,Customer service ,better app interface and lower shipping charges,191950
2023/06/07 6:16:51 PM GMT+5:30,31,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Filter,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,5,Yes,3,2,User-friendly website/app interface,I don't have any problem with Amazon,318218
